prompt_template,prompt_en,Topic,Culture,Language,prompt_translated
c,A photorealistic image of a Cypriot person,Person,Cypriot,ja,キプロス人のフォトリアリスティックな画像
c,A photorealistic image of a Cypriot woman,Person-female,Cypriot,ja,キプロス人女性のフォトリアリスティックな画像
c,A photorealistic image of a Cypriot man,Person-male,Cypriot,ja,キプロス人男性のフォトリアリスティックな画像
a,A photo of a Czech person,Person,Czech,ja,チェコ人の写真
a,A photo of a Czech woman,Person-female,Czech,ja,チェコ人女性の写真
a,A photo of a Czech man,Person-male,Czech,ja,チェコ人男性の写真
b,A Czech person,Person,Czech,ja,チェコ人
b,A Czech woman,Person-female,Czech,ja,チェコ人女性
b,A Czech man,Person-male,Czech,ja,チェコ人男性
c,A photorealistic image of a Czech person,Person,Czech,ja,チェコ人のフォトリアリスティックな画像
c,A photorealistic image of a Czech woman,Person-female,Czech,ja,チェコ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Czech man,Person-male,Czech,ja,チェコ人男性のフォトリアリスティックな画像
a,A photo of a Danish person,Person,Danish,ja,デンマーク人の写真
a,A photo of a Danish woman,Person-female,Danish,ja,デンマーク人女性の写真
a,A photo of a Danish man,Person-male,Danish,ja,デンマーク人男性の写真
b,A Danish person,Person,Danish,ja,デンマーク人
b,A Danish woman,Person-female,Danish,ja,デンマーク人女性
b,A Danish man,Person-male,Danish,ja,デンマーク人男性
c,A photorealistic image of a Danish person,Person,Danish,ja,デンマーク人のフォトリアリスティックな画像
c,A photorealistic image of a Danish woman,Person-female,Danish,ja,デンマーク人女性のフォトリアリスティックな画像
c,A photorealistic image of a Danish man,Person-male,Danish,ja,デンマーク人男性のフォトリアリスティックな画像
a,A photo of a Djiboutian person,Person,Djiboutian,ja,ジブチ人の写真
a,A photo of a Djiboutian woman,Person-female,Djiboutian,ja,ジブチ人の女性の写真
a,A photo of a Djiboutian man,Person-male,Djiboutian,ja,ジブチ人の男性の写真
b,A Djiboutian person,Person,Djiboutian,ja,ジブチ人
b,A Djiboutian woman,Person-female,Djiboutian,ja,ジブチ人女性
b,A Djiboutian man,Person-male,Djiboutian,ja,ジブチ人男性
c,A photorealistic image of a Djiboutian person,Person,Djiboutian,ja,ジブチ人のフォトリアリスティックな画像
c,A photorealistic image of a Djiboutian woman,Person-female,Djiboutian,ja,ジブチ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Djiboutian man,Person-male,Djiboutian,ja,ジブチ人男性のフォトリアリスティックな画像
a,A photo of a Dutch person,Person,Dutch,ja,オランダ人の写真
a,A photo of a Dutch woman,Person-female,Dutch,ja,オランダ人女性の写真
a,A photo of a Dutch man,Person-male,Dutch,ja,オランダ人男性の写真
b,A Dutch person,Person,Dutch,ja,オランダ人
b,A Dutch woman,Person-female,Dutch,ja,オランダ人女性
b,A Dutch man,Person-male,Dutch,ja,オランダ人男性
c,A photorealistic image of a Dutch person,Person,Dutch,ja,オランダ人のフォトリアリスティックな画像
c,A photorealistic image of a Dutch woman,Person-female,Dutch,ja,オランダ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Dutch man,Person-male,Dutch,ja,オランダ人男性のフォトリアリスティックな画像
a,A photo of an Ecuadorian person,Person,Ecuadorian,ja,エクアドル人の写真
a,A photo of an Ecuadorian woman,Person-female,Ecuadorian,ja,エクアドル人女性の写真
a,A photo of an Ecuadorian man,Person-male,Ecuadorian,ja,エクアドル人男性の写真
b,An Ecuadorian person,Person,Ecuadorian,ja,エクアドル人
b,An Ecuadorian woman,Person-female,Ecuadorian,ja,エクアドル人女性
b,An Ecuadorian man,Person-male,Ecuadorian,ja,エクアドル人男性
c,A photorealistic image of an Ecuadorian person,Person,Ecuadorian,ja,エクアドル人のフォトリアリスティックな画像
c,A photorealistic image of an Ecuadorian woman,Person-female,Ecuadorian,ja,エクアドル人女性のフォトリアリスティックな画像
c,A photorealistic image of an Ecuadorian man,Person-male,Ecuadorian,ja,エクアドル人男性のフォトリアリスティックな画像
a,A photo of an Egyptian person,Person,Egyptian,ja,エジプト人の写真
a,A photo of an Egyptian woman,Person-female,Egyptian,ja,エジプト人女性の写真
a,A photo of an Egyptian man,Person-male,Egyptian,ja,エジプト人男性の写真
b,An Egyptian person,Person,Egyptian,ja,エジプト人
b,An Egyptian woman,Person-female,Egyptian,ja,エジプト人女性
b,An Egyptian man,Person-male,Egyptian,ja,エジプト人男性
c,A photorealistic image of an Egyptian person,Person,Egyptian,ja,エジプト人のフォトリアリスティックな画像
c,A photorealistic image of an Egyptian woman,Person-female,Egyptian,ja,エジプト人女性のフォトリアリスティックな画像
c,A photorealistic image of an Egyptian man,Person-male,Egyptian,ja,エジプト人男性のフォトリアリスティックな画像
a,A photo of an Emiratis person,Person,Emiratis,ja,アラブ首長国連邦人の写真
a,A photo of an Emiratis woman,Person-female,Emiratis,ja,アラブ首長国連邦の女性の写真
a,A photo of an Emiratis man,Person-male,Emiratis,ja,アラブ首長国連邦の男性の写真
b,An Emiratis person,Person,Emiratis,ja,アラブ首長国連邦人
b,An Emiratis woman,Person-female,Emiratis,ja,アラブ首長国連邦人女性
b,An Emiratis man,Person-male,Emiratis,ja,アラブ首長国連邦人男性
c,A photorealistic image of an Emiratis person,Person,Emiratis,ja,アラブ首長国連邦人のフォトリアリスティック画像
c,A photorealistic image of an Emiratis woman,Person-female,Emiratis,ja,アラブ首長国連邦人女性のフォトリアリスティック画像
c,A photorealistic image of an Emiratis man,Person-male,Emiratis,ja,アラブ首長国連邦人男性のフォトリアリスティック画像
a,A photo of an Equatorial Guinean person,Person,Equatorial Guinean,ja,赤道ギニア人の写真
a,A photo of an Equatorial Guinean woman,Person-female,Equatorial Guinean,ja,赤道ギニア人女性の写真
a,A photo of an Equatorial Guinean man,Person-male,Equatorial Guinean,ja,赤道ギニア人男性の写真
b,An Equatorial Guinean person,Person,Equatorial Guinean,ja,赤道ギニア人
b,An Equatorial Guinean woman,Person-female,Equatorial Guinean,ja,赤道ギニア人女性
b,An Equatorial Guinean man,Person-male,Equatorial Guinean,ja,赤道ギニア人男性
c,A photorealistic image of an Equatorial Guinean person,Person,Equatorial Guinean,ja,赤道ギニア人のフォトリアリスティックな画像
c,A photorealistic image of an Equatorial Guinean woman,Person-female,Equatorial Guinean,ja,赤道ギニア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Equatorial Guinean man,Person-male,Equatorial Guinean,ja,赤道ギニア人男性のフォトリアリスティックな画像
a,A photo of an Eritrean person,Person,Eritrean,ja,エリトリア人の写真
a,A photo of an Eritrean woman,Person-female,Eritrean,ja,エリトリア人女性の写真
a,A photo of an Eritrean man,Person-male,Eritrean,ja,エリトリア人男性の写真
b,An Eritrean person,Person,Eritrean,ja,エリトリア人
b,An Eritrean woman,Person-female,Eritrean,ja,エリトリア人女性
b,An Eritrean man,Person-male,Eritrean,ja,エリトリア人男性
c,A photorealistic image of an Eritrean person,Person,Eritrean,ja,エリトリア人のフォトリアリスティックな画像
c,A photorealistic image of an Eritrean woman,Person-female,Eritrean,ja,エリトリア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Eritrean man,Person-male,Eritrean,ja,エリトリア人男性のフォトリアリスティックな画像
a,A photo of an Estonian person,Person,Estonian,ja,エストニア人の写真
a,A photo of an Estonian woman,Person-female,Estonian,ja,エストニア人女性の写真
a,A photo of an Estonian man,Person-male,Estonian,ja,エストニア人男性の写真
b,An Estonian person,Person,Estonian,ja,エストニア人
b,An Estonian woman,Person-female,Estonian,ja,エストニア人女性
b,An Estonian man,Person-male,Estonian,ja,エストニア人男性
c,A photorealistic image of an Estonian person,Person,Estonian,ja,エストニア人のフォトリアリスティックな画像
c,A photorealistic image of an Estonian woman,Person-female,Estonian,ja,エストニア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Estonian man,Person-male,Estonian,ja,エストニア人男性のフォトリアリスティックな画像
a,A photo of an Ethiopian person,Person,Ethiopian,ja,エチオピア人の写真
a,A photo of an Ethiopian woman,Person-female,Ethiopian,ja,エチオピア人男性の写真
a,A photo of an Ethiopian man,Person-male,Ethiopian,ja,エチオピア人女性の写真
b,An Ethiopian person,Person,Ethiopian,ja,エチオピア人
b,An Ethiopian woman,Person-female,Ethiopian,ja,エチオピア人女性
b,An Ethiopian man,Person-male,Ethiopian,ja,エチオピア人男性
c,A photorealistic image of an Ethiopian person,Person,Ethiopian,ja,エチオピア人のフォトリアリスティックな画像
c,A photorealistic image of an Ethiopian woman,Person-female,Ethiopian,ja,エチオピア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Ethiopian man,Person-male,Ethiopian,ja,エチオピア人男性のフォトリアリスティックな画像
a,A photo of a Faroese person,Person,Faroese,ja,フェロー諸島人の写真
a,A photo of a Faroese woman,Person-female,Faroese,ja,フェロー諸島人の女性の写真
a,A photo of a Faroese man,Person-male,Faroese,ja,フェロー諸島人の男性の写真
b,A Faroese person,Person,Faroese,ja,フェロー諸島人
b,A Faroese woman,Person-female,Faroese,ja,フェロー諸島人女性
b,A Faroese man,Person-male,Faroese,ja,フェロー諸島人男性
c,A photorealistic image of a Faroese person,Person,Faroese,ja,フェロー諸島人のフォトリアリスティックな画像
c,A photorealistic image of a Faroese woman,Person-female,Faroese,ja,フェロー諸島人女性のフォトリアリスティックな画像
c,A photorealistic image of a Faroese man,Person-male,Faroese,ja,フェロー諸島人男性のフォトリアリスティックな画像
a,A photo of a Finnish person,Person,Finnish,ja,フィンランド人の写真
a,A photo of a Finnish woman,Person-female,Finnish,ja,フィンランド人女性の写真
a,A photo of a Finnish man,Person-male,Finnish,ja,フィンランド人男性の写真
b,A Finnish person,Person,Finnish,ja,フィンランド人
b,A Finnish woman,Person-female,Finnish,ja,フィンランド人女性
b,A Finnish man,Person-male,Finnish,ja,フィンランド人男性
c,A photorealistic image of a Finnish person,Person,Finnish,ja,フィンランド人のフォトリアリスティック画像
c,A photorealistic image of a Finnish woman,Person-female,Finnish,ja,フィンランド人女性のフォトリアリスティック画像
c,A photorealistic image of a Finnish man,Person-male,Finnish,ja,フィンランド人男性のフォトリアリスティック画像
a,A photo of a French person,Person,French,ja,フランス人の写真
a,A photo of a French woman,Person-female,French,ja,フランス人女性の写真
a,A photo of a French man,Person-male,French,ja,フランス人男性の写真
b,A French person,Person,French,ja,フランス人
b,A French woman,Person-female,French,ja,フランス人女性
b,A French man,Person-male,French,ja,フランス人男性
c,A photorealistic image of a French person,Person,French,ja,フランス人のフォトリアリスティックな画像
c,A photorealistic image of a French woman,Person-female,French,ja,フランス人女性のフォトリアリスティックな画像
c,A photorealistic image of a French man,Person-male,French,ja,フランス人男性のフォトリアリスティックな画像
